"marker";"chrom";"loc"
"IWA5795";"IWA5795";"5B";68364
"IWA6766";"IWA6766";"5B";68364
"IWA7446";"IWA7446";"5B";68364
"IWA7484";"IWA7484";"5B";68364
"IWA8252";"IWA8252";"5B";68364
"IWA2335";"IWA2335";"5B";68634
"IWA4280";"IWA4280";"5B";68634
"IWA5672";"IWA5672";"5B";68634
"IWA8187";"IWA8187";"5B";68634
"IWA4004";"IWA4004";"5B";69191
"IWA5669";"IWA5669";"5B";69191
"IWA5670";"IWA5670";"5B";69191
"IWA5671";"IWA5671";"5B";69191
"IWA6068";"IWA6068";"5B";69191
"IWA7471";"IWA7471";"5B";69191
"IWA7776";"IWA7776";"5B";69191
"IWA7844";"IWA7844";"5B";69191
"IWA8167";"IWA8167";"5B";69191
"IWA3044";"IWA3044";"5B";71122
"IWA5482";"IWA5482";"5B";71122
"IWA6235";"IWA6235";"5B";71122
"IWA7513";"IWA7513";"5B";71122
"IWA3009";"IWA3009";"5B";71238
"IWA1444";"IWA1444";"5B";71373
"IWA4971";"IWA4971";"5B";71373
"IWA5947";"IWA5947";"5B";71373
"IWA6112";"IWA6112";"5B";71373
"IWA7470";"IWA7470";"5B";71373
"IWA952";"IWA952";"5B";71373
"IWA5478";"IWA5478";"5B";71644
"IWA7815";"IWA7815";"5B";71644
"IWA6905";"IWA6905";"5B";75397
"IWA3641";"IWA3641";"5B";76939
"IWA3642";"IWA3642";"5B";76939
"IWA6721";"IWA6721";"5B";76939
"IWA7378";"IWA7378";"5B";76939
"IWA6894";"IWA6894";"5B";82971
"IWA6895";"IWA6895";"5B";82971
"IWA7024";"IWA7024";"5B";90349
"IWA2306";"IWA2306";"5B";93436
"IWA8097";"IWA8097";"5B";93436
"IWA3444";"IWA3444";"5B";94891
"IWA4211";"IWA4211";"5B";94894
"IWA3264";"IWA3264";"5B";95432
"IWA3905";"IWA3905";"5B";95432
"IWA4318";"IWA4318";"5B";95432
"IWA7408";"IWA7408";"5B";95432
"IWA7735";"IWA7735";"5B";95432
"IWA4793";"IWA4793";"5B";95515
"IWA1780";"IWA1780";"5B";97283
"IWA4103";"IWA4103";"5B";97283
"IWA8508";"IWA8508";"5B";97971
"IWA1774";"IWA1774";"5B";100643
"IWA2255";"IWA2255";"5B";100643
"IWA2565";"IWA2565";"5B";100643
"IWA3432";"IWA3432";"5B";100643
"IWA3479";"IWA3479";"5B";100643
"IWA5836";"IWA5836";"5B";100643
"IWA3226";"IWA3226";"5B";104232
"IWA4057";"IWA4057";"5B";104554
"IWA6718";"IWA6718";"5B";104554
"IWA8395";"IWA8395";"5B";106309
"IWA1577";"IWA1577";"5B";107374
"IWA7732";"IWA7732";"5B";107374
"IWA7733";"IWA7733";"5B";107374
"IWA7910";"IWA7910";"5B";109527
"IWA5551";"IWA5551";"5B";111002
"IWA5552";"IWA5552";"5B";111002
"IWA1460";"IWA1460";"5B";116107
"IWA7668";"IWA7668";"5B";117848
"IWA7963";"IWA7963";"5B";117848
"IWA8262";"IWA8262";"5B";117848
"IWA7872";"IWA7872";"5B";121428
"IWA1590";"IWA1590";"5B";122645
"IWA3266";"IWA3266";"5B";122645
"IWA7478";"IWA7478";"5B";122645
"IWA7635";"IWA7635";"5B";122645
"IWA1441";"IWA1441";"5B";123710
"IWA1443";"IWA1443";"5B";123710
"IWA1591";"IWA1591";"5B";124608
"IWA1592";"IWA1592";"5B";124608
"IWA3500";"IWA3500";"5B";128641
"IWA1433";"IWA1433";"5B";129041
"IWA6148";"IWA6148";"5B";129041
"IWA4185";"IWA4185";"5B";129237
"IWA3394";"IWA3394";"5B";132340
"IWA4954";"IWA4954";"5B";132932
"IWA2659";"IWA2659";"5B";133505
"IWA4762";"IWA4762";"5B";134053
"IWA4763";"IWA4763";"5B";134053
"IWA2827";"IWA2827";"5B";139396
"IWA6097";"IWA6097";"5B";139396
"IWA7020";"IWA7020";"5B";139396
"IWA8444";"IWA8444";"5B";139396
"IWA3972";"IWA3972";"5B";143548
"IWA1564";"IWA1564";"5B";144125
"IWA197";"IWA197";"5B";147450
"IWA4634";"IWA4634";"5B";150926
"IWA4635";"IWA4635";"5B";150926
"IWA5454";"IWA5454";"5B";150926
"IWA7708";"IWA7708";"5B";150926
"IWA6713";"IWA6713";"5B";151283
"IWA7903";"IWA7903";"5B";154110
"IWA6211";"IWA6211";"5B";154518
"IWA3185";"IWA3185";"5B";159614
"IWA22";"IWA22";"5B";160403
"IWA3359";"IWA3359";"5B";176613
"IWA2093";"IWA2093";"5B";183927
"IWA4329";"IWA4329";"5B";188578
"IWA5802";"IWA5802";"5B";188578
"IWA5803";"IWA5803";"5B";188578
"IWA4903";"IWA4903";"5B";189515
"IWA2865";"IWA2865";"5B";212430
"IWA2099";"IWA2099";"5B";216666
"IWA2681";"IWA2681";"5B";217645
"IWA2682";"IWA2682";"5B";217645
"IWA6578";"IWA6578";"5B";217645
"IWA3429";"IWA3429";"5D";58936
"IWA3357";"IWA3357";"5D";62165
"IWA1872";"IWA1872";"5D";64478
"IWA1172";"IWA1172";"5D";67492
"IWA2607";"IWA2607";"5D";67492
"IWA3733";"IWA3733";"5D";67492
"IWA5366";"IWA5366";"5D";67492
"IWA6496";"IWA6496";"5D";67492
"IWA6749";"IWA6749";"5D";67492
"IWA7250";"IWA7250";"5D";67492
"IWA6052";"IWA6052";"5D";69132
"IWA4550";"IWA4550";"5D";69965
"IWA7517";"IWA7517";"5D";69965
"IWA302";"IWA302";"5D";76951
"IWA6289";"IWA6289";"5D";87263
"IWA1681";"IWA1681";"5D";116634
"IWA4087";"IWA4087";"5D";125685
"IWA5532";"IWA5532";"5D";184064
"IWA7071";"IWA7071";"5D";187207
"IWA2821";"IWA2821";"5D";190801
"IWA2276";"IWA2276";"5D";194937
"IWA700";"IWA700";"5D";194937
"IWA1428";"IWA1428";"5D";204583
"IWA1429";"IWA1429";"5D";204583
"IWA1431";"IWA1431";"5D";204583
"IWA2877";"IWA2877";"5D";204583
"IWA4561";"IWA4561";"5D";207329
"IWA5416";"IWA5416";"6A";5623
"IWA5781";"IWA5781";"6A";5723
"IWA2635";"IWA2635";"6A";6978
"IWA3856";"IWA3856";"6A";12484
"IWA6871";"IWA6871";"6A";12484
"IWA7006";"IWA7006";"6A";12834
"IWA272";"IWA272";"6A";15709
"IWA705";"IWA705";"6A";20044
"IWA4962";"IWA4962";"6A";21121
"IWA4551";"IWA4551";"6A";22908
"IWA4552";"IWA4552";"6A";22908
"IWA1205";"IWA1205";"6A";27151
"IWA1749";"IWA1749";"6A";27151
"IWA6601";"IWA6601";"6A";27151
"IWA7467";"IWA7467";"6A";29528
"IWA7502";"IWA7502";"6A";29528
"IWA6388";"IWA6388";"6A";35330
"IWA3137";"IWA3137";"6A";37034
"IWA4961";"IWA4961";"6A";37125
"IWA2137";"IWA2137";"6A";40604
"IWA1522";"IWA1522";"6A";41381
"IWA1748";"IWA1748";"6A";41381
"IWA6630";"IWA6630";"6A";41468
"IWA1523";"IWA1523";"6A";42948
"IWA7286";"IWA7286";"6A";43097
"IWA1335";"IWA1335";"6A";45113
"IWA1336";"IWA1336";"6A";45113
"IWA6013";"IWA6013";"6A";45113
"IWA647";"IWA647";"6A";45113
"IWA8510";"IWA8510";"6A";48088
"IWA5401";"IWA5401";"6A";48641
"IWA3321";"IWA3321";"6A";54231
"IWA3322";"IWA3322";"6A";54655
"IWA5930";"IWA5930";"6A";62950
"IWA2017";"IWA2017";"6A";63698
"IWA2018";"IWA2018";"6A";63698
"IWA6807";"IWA6807";"6A";65331
"IWA233";"IWA233";"6A";65984
"IWA1048";"IWA1048";"6A";71237
"IWA1049";"IWA1049";"6A";71237
"IWA1276";"IWA1276";"6A";71237
"IWA1589";"IWA1589";"6A";71237
"IWA1874";"IWA1874";"6A";71237
"IWA1875";"IWA1875";"6A";71237
"IWA5238";"IWA5238";"6A";71237
"IWA5239";"IWA5239";"6A";71237
"IWA2960";"IWA2960";"6A";71727
"IWA4262";"IWA4262";"6A";71727
"IWA5589";"IWA5589";"6A";71727
"IWA6654";"IWA6654";"6A";71727
"IWA1962";"IWA1962";"6A";71977
"IWA2685";"IWA2685";"6A";71977
"IWA2687";"IWA2687";"6A";71977
"IWA2688";"IWA2688";"6A";71977
"IWA3412";"IWA3412";"6A";71977
"IWA4263";"IWA4263";"6A";71977
"IWA4979";"IWA4979";"6A";71977
"IWA7362";"IWA7362";"6A";71977
"IWA2201";"IWA2201";"6A";73082
"IWA2936";"IWA2936";"6A";74238
"IWA3495";"IWA3495";"6A";74238
"IWA3525";"IWA3525";"6A";74238
"IWA3670";"IWA3670";"6A";74238
"IWA3700";"IWA3700";"6A";74238
"IWA3866";"IWA3866";"6A";74238
"IWA4147";"IWA4147";"6A";74238
"IWA4738";"IWA4738";"6A";74238
"IWA4739";"IWA4739";"6A";74238
"IWA5075";"IWA5075";"6A";74238
"IWA508";"IWA508";"6A";74238
"IWA5466";"IWA5466";"6A";74238
"IWA7237";"IWA7237";"6A";74238
"IWA7295";"IWA7295";"6A";74238
"IWA731";"IWA731";"6A";74238
"IWA2249";"IWA2249";"6A";77138
"IWA3231";"IWA3231";"6A";77138
"IWA5041";"IWA5041";"6A";77138
"IWA5257";"IWA5257";"6A";77138
"IWA5619";"IWA5619";"6A";77138
"IWA8028";"IWA8028";"6A";77138
"IWA2295";"IWA2295";"6A";78502
"IWA2813";"IWA2813";"6A";78502
"IWA4029";"IWA4029";"6A";78502
"IWA1423";"IWA1423";"6A";79075
"IWA1498";"IWA1498";"6A";79075
"IWA1520";"IWA1520";"6A";79075
"IWA2366";"IWA2366";"6A";79075
"IWA2416";"IWA2416";"6A";79075
"IWA2660";"IWA2660";"6A";79075
"IWA28";"IWA28";"6A";79075
"IWA3227";"IWA3227";"6A";79075
"IWA3251";"IWA3251";"6A";79075
"IWA3299";"IWA3299";"6A";79075
"IWA3397";"IWA3397";"6A";79075
"IWA3526";"IWA3526";"6A";79075
"IWA3782";"IWA3782";"6A";79075
"IWA3879";"IWA3879";"6A";79075
"IWA4370";"IWA4370";"6A";79075
"IWA4371";"IWA4371";"6A";79075
"IWA5057";"IWA5057";"6A";79075
"IWA5376";"IWA5376";"6A";79075
"IWA5421";"IWA5421";"6A";79075
"IWA5656";"IWA5656";"6A";79075
"IWA5898";"IWA5898";"6A";79075
"IWA5899";"IWA5899";"6A";79075
"IWA6084";"IWA6084";"6A";79075
"IWA6276";"IWA6276";"6A";79075
"IWA6469";"IWA6469";"6A";79075
"IWA6679";"IWA6679";"6A";79075
"IWA6737";"IWA6737";"6A";79075
"IWA6820";"IWA6820";"6A";79075
"IWA6927";"IWA6927";"6A";79075
"IWA7354";"IWA7354";"6A";79075
"IWA7438";"IWA7438";"6A";79075
"IWA7483";"IWA7483";"6A";79075
"IWA7492";"IWA7492";"6A";79075
"IWA7847";"IWA7847";"6A";79075
"IWA7940";"IWA7940";"6A";79075
"IWA8110";"IWA8110";"6A";79075
"IWA8348";"IWA8348";"6A";79075
"IWA3356";"IWA3356";"6A";79391
"IWA4059";"IWA4059";"6A";79391
"IWA3482";"IWA3482";"6A";81166
"IWA3483";"IWA3483";"6A";82383
"IWA664";"IWA664";"6A";82383
"IWA6962";"IWA6962";"6A";82383
"IWA8306";"IWA8306";"6A";82383
"IWA8592";"IWA8592";"6A";82383
"IWA3463";"IWA3463";"6A";83036
"IWA4842";"IWA4842";"6A";84112
"IWA6033";"IWA6033";"6A";84112
"IWA6288";"IWA6288";"6A";84112
"IWA6811";"IWA6811";"6A";84112
"IWA7052";"IWA7052";"6A";84112
"IWA911";"IWA911";"6A";84112
"IWA1194";"IWA1194";"6A";85006
"IWA218";"IWA218";"6A";85006
"IWA4737";"IWA4737";"6A";85006
"IWA5459";"IWA5459";"6A";85006
"IWA741";"IWA741";"6A";85006
"IWA7563";"IWA7563";"6A";85006
"IWA1474";"IWA1474";"6A";85072
"IWA1475";"IWA1475";"6A";85072
"IWA1514";"IWA1514";"6A";85072
"IWA1671";"IWA1671";"6A";85072
"IWA2192";"IWA2192";"6A";85072
"IWA224";"IWA224";"6A";85072
"IWA3269";"IWA3269";"6A";85072
"IWA4865";"IWA4865";"6A";85072
"IWA4928";"IWA4928";"6A";85072
"IWA5074";"IWA5074";"6A";85072
"IWA6596";"IWA6596";"6A";85072
"IWA6699";"IWA6699";"6A";85072
"IWA6938";"IWA6938";"6A";85072
"IWA6724";"IWA6724";"6A";85388
"IWA992";"IWA992";"6A";90533
"IWA7397";"IWA7397";"6A";91310
"IWA7575";"IWA7575";"6A";91310
"IWA4111";"IWA4111";"6A";91884
"IWA4112";"IWA4112";"6A";91884
"IWA5458";"IWA5458";"6A";91884
"IWA5718";"IWA5718";"6A";91884
"IWA5719";"IWA5719";"6A";91884
"IWA7063";"IWA7063";"6A";91884
"IWA6550";"IWA6550";"6A";99040
"IWA3491";"IWA3491";"6A";99435
"IWA4949";"IWA4949";"6A";99435
"IWA259";"IWA259";"6A";99618
"IWA260";"IWA260";"6A";99618
"IWA19";"IWA19";"6A";100121
"IWA20";"IWA20";"6A";100121
"IWA4950";"IWA4950";"6A";100121
"IWA4951";"IWA4951";"6A";100121
"IWA5523";"IWA5523";"6A";100121
"IWA6775";"IWA6775";"6A";100121
"IWA1497";"IWA1497";"6A";106126
"IWA2481";"IWA2481";"6A";123481
"IWA2538";"IWA2538";"6A";123481
"IWA2539";"IWA2539";"6A";123481
"IWA3487";"IWA3487";"6A";125451
"IWA2705";"IWA2705";"6A";126174
"IWA4478";"IWA4478";"6A";128261
"IWA6858";"IWA6858";"6A";128261
"IWA214";"IWA214";"6A";130393
"IWA4602";"IWA4602";"6A";130700
"IWA4603";"IWA4603";"6A";130700
"IWA6117";"IWA6117";"6A";131157
"IWA7572";"IWA7572";"6A";132138
"IWA3066";"IWA3066";"6A";133738
"IWA5582";"IWA5582";"6A";133738
"IWA6316";"IWA6316";"6A";133738
"IWA6116";"IWA6116";"6A";135858
"IWA2580";"IWA2580";"6A";136851
"IWA503";"IWA503";"6A";137026
"IWA8438";"IWA8438";"6A";138044
"IWA6182";"IWA6182";"6A";138306
"IWA2527";"IWA2527";"6A";140704
"IWA3246";"IWA3246";"6A";140704
"IWA5747";"IWA5747";"6A";140704
"IWA5768";"IWA5768";"6A";140704
"IWA1510";"IWA1510";"6A";140866
"IWA2639";"IWA2639";"6A";140866
"IWA3067";"IWA3067";"6A";140866
"IWA3202";"IWA3202";"6A";140866
"IWA3205";"IWA3205";"6A";140866
"IWA5172";"IWA5172";"6A";140866
"IWA5767";"IWA5767";"6A";140866
"IWA6304";"IWA6304";"6A";140866
"IWA7894";"IWA7894";"6A";140866
"IWA2795";"IWA2795";"6A";141082
"IWA4699";"IWA4699";"6A";141082
"IWA7497";"IWA7497";"6A";141082
"IWA7908";"IWA7908";"6A";141082
"IWA2098";"IWA2098";"6B";375
"IWA2479";"IWA2479";"6B";375
"IWA8336";"IWA8336";"6B";375
"IWA860";"IWA860";"6B";6169
"IWA1494";"IWA1494";"6B";7795
"IWA7070";"IWA7070";"6B";7795
"IWA8477";"IWA8477";"6B";7795
"IWA921";"IWA921";"6B";18233
"IWA8314";"IWA8314";"6B";18570
"IWA4633";"IWA4633";"6B";21106
"IWA4612";"IWA4612";"6B";23694
"IWA5943";"IWA5943";"6B";25667
"IWA4610";"IWA4610";"6B";25817
"IWA52";"IWA52";"6B";34554
"IWA4290";"IWA4290";"6B";36689
"IWA7725";"IWA7725";"6B";36689
"IWA4760";"IWA4760";"6B";42753
"IWA4761";"IWA4761";"6B";42753
"IWA1764";"IWA1764";"6B";43640
"IWA622";"IWA622";"6B";46963
"IWA4408";"IWA4408";"6B";54591
"IWA1721";"IWA1721";"6B";56980
"IWA1906";"IWA1906";"6B";56980
"IWA6953";"IWA6953";"6B";56980
"IWA8380";"IWA8380";"6B";56980
"IWA1657";"IWA1657";"6B";57015
"IWA2219";"IWA2219";"6B";57074
"IWA2439";"IWA2439";"6B";57074
"IWA6494";"IWA6494";"6B";57074
"IWA8134";"IWA8134";"6B";57074
"IWA8284";"IWA8284";"6B";57074
"IWA3364";"IWA3364";"6B";57402
"IWA4730";"IWA4730";"6B";57402
"IWA1640";"IWA1640";"6B";57985
"IWA1655";"IWA1655";"6B";57985
"IWA1663";"IWA1663";"6B";57985
"IWA2420";"IWA2420";"6B";57985
"IWA3923";"IWA3923";"6B";57985
"IWA6466";"IWA6466";"6B";57985
"IWA6467";"IWA6467";"6B";57985
"IWA7625";"IWA7625";"6B";57985
"IWA7937";"IWA7937";"6B";57985
"IWA1662";"IWA1662";"6B";58195
"IWA2937";"IWA2937";"6B";58195
"IWA3300";"IWA3300";"6B";58195
"IWA3410";"IWA3410";"6B";58195
"IWA3411";"IWA3411";"6B";58195
"IWA3501";"IWA3501";"6B";58195
"IWA4823";"IWA4823";"6B";58195
"IWA5055";"IWA5055";"6B";58195
"IWA5056";"IWA5056";"6B";58195
"IWA5888";"IWA5888";"6B";58195
"IWA6071";"IWA6071";"6B";58195
"IWA7809";"IWA7809";"6B";58195
"IWA7810";"IWA7810";"6B";58195
"IWA2418";"IWA2418";"6B";58257
"IWA2419";"IWA2419";"6B";58257
"IWA4827";"IWA4827";"6B";58257
"IWA5986";"IWA5986";"6B";58257
"IWA4521";"IWA4521";"6B";58544
"IWA7929";"IWA7929";"6B";58544
"IWA2307";"IWA2307";"6B";59138
"IWA7896";"IWA7896";"6B";59159
"IWA3677";"IWA3677";"6B";59715
"IWA5042";"IWA5042";"6B";59715
"IWA5043";"IWA5043";"6B";59715
"IWA7974";"IWA7974";"6B";59715
"IWA2975";"IWA2975";"6B";59920
"IWA2342";"IWA2342";"6B";62751
"IWA2209";"IWA2209";"6B";63284
"IWA3878";"IWA3878";"6B";63284
"IWA4078";"IWA4078";"6B";63284
"IWA8011";"IWA8011";"6B";63284
"IWA8539";"IWA8539";"6B";63284
"IWA2090";"IWA2090";"6B";64084
"IWA2244";"IWA2244";"6B";64084
"IWA3450";"IWA3450";"6B";64084
"IWA3869";"IWA3869";"6B";64084
"IWA3933";"IWA3933";"6B";64084
"IWA3963";"IWA3963";"6B";64084
"IWA4515";"IWA4515";"6B";64084
"IWA6293";"IWA6293";"6B";64084
"IWA7783";"IWA7783";"6B";64084
"IWA1545";"IWA1545";"6B";64570
"IWA1742";"IWA1742";"6B";64570
"IWA1743";"IWA1743";"6B";64570
"IWA2451";"IWA2451";"6B";64570
"IWA3971";"IWA3971";"6B";64570
"IWA4065";"IWA4065";"6B";64570
"IWA4086";"IWA4086";"6B";64570
"IWA5748";"IWA5748";"6B";64570
"IWA6786";"IWA6786";"6B";64570
"IWA7401";"IWA7401";"6B";64570
"IWA8129";"IWA8129";"6B";64570
"IWA2811";"IWA2811";"6B";64707
"IWA3131";"IWA3131";"6B";64707
"IWA3917";"IWA3917";"6B";64707
"IWA5095";"IWA5095";"6B";64707
"IWA5096";"IWA5096";"6B";64707
"IWA5098";"IWA5098";"6B";64707
"IWA5225";"IWA5225";"6B";64707
"IWA5531";"IWA5531";"6B";64707
"IWA6142";"IWA6142";"6B";64707
"IWA6153";"IWA6153";"6B";64707
"IWA617";"IWA617";"6B";64707
"IWA6825";"IWA6825";"6B";64707
"IWA6826";"IWA6826";"6B";64707
"IWA7663";"IWA7663";"6B";64707
"IWA7873";"IWA7873";"6B";64707
"IWA7995";"IWA7995";"6B";64707
"IWA8189";"IWA8189";"6B";64707
"IWA8190";"IWA8190";"6B";64707
"IWA8192";"IWA8192";"6B";64707
"IWA1815";"IWA1815";"6B";64822
"IWA1839";"IWA1839";"6B";64822
"IWA3459";"IWA3459";"6B";64822
"IWA3652";"IWA3652";"6B";64822
"IWA3797";"IWA3797";"6B";64822
"IWA4169";"IWA4169";"6B";64822
"IWA4487";"IWA4487";"6B";64822
"IWA4783";"IWA4783";"6B";64822
"IWA4848";"IWA4848";"6B";64822
"IWA5029";"IWA5029";"6B";64822
"IWA5157";"IWA5157";"6B";64822
"IWA5966";"IWA5966";"6B";64822
"IWA6101";"IWA6101";"6B";64822
"IWA7571";"IWA7571";"6B";64822
"IWA7818";"IWA7818";"6B";64822
"IWA941";"IWA941";"6B";64822
"IWA434";"IWA434";"6B";64836
"IWA387";"IWA387";"6B";65123
"IWA1838";"IWA1838";"6B";65273
"IWA2780";"IWA2780";"6B";65273
"IWA3634";"IWA3634";"6B";65273
"IWA5104";"IWA5104";"6B";65273
"IWA5242";"IWA5242";"6B";65273
"IWA7380";"IWA7380";"6B";65273
"IWA685";"IWA685";"6B";66043
"IWA1212";"IWA1212";"6B";66078
"IWA1251";"IWA1251";"6B";66397
"IWA1499";"IWA1499";"6B";66397
"IWA1501";"IWA1501";"6B";66397
"IWA1553";"IWA1553";"6B";66397
"IWA3460";"IWA3460";"6B";66397
"IWA4502";"IWA4502";"6B";66397
"IWA5345";"IWA5345";"6B";66397
"IWA5346";"IWA5346";"6B";66397
"IWA7628";"IWA7628";"6B";66397
"IWA8165";"IWA8165";"6B";66397
"IWA4500";"IWA4500";"6B";66558
"IWA4501";"IWA4501";"6B";66558
"IWA755";"IWA755";"6B";66763
"IWA7962";"IWA7962";"6B";66763
"IWA971";"IWA971";"6B";66763
"IWA1857";"IWA1857";"6B";67240
"IWA2085";"IWA2085";"6B";67240
"IWA3172";"IWA3172";"6B";67240
"IWA3289";"IWA3289";"6B";67240
"IWA3574";"IWA3574";"6B";67240
"IWA4484";"IWA4484";"6B";67240
"IWA4485";"IWA4485";"6B";67240
"IWA5625";"IWA5625";"6B";67240
"IWA6770";"IWA6770";"6B";67240
"IWA7189";"IWA7189";"6B";67240
"IWA5471";"IWA5471";"6B";68403
"IWA1826";"IWA1826";"6B";69562
"IWA2062";"IWA2062";"6B";69562
"IWA3354";"IWA3354";"6B";69562
"IWA3679";"IWA3679";"6B";69562
"IWA3899";"IWA3899";"6B";69562
"IWA5530";"IWA5530";"6B";69562
"IWA5722";"IWA5722";"6B";69562
"IWA6420";"IWA6420";"6B";69562
"IWA6440";"IWA6440";"6B";69562
"IWA800";"IWA800";"6B";69562
"IWA1017";"IWA1017";"6B";69779
"IWA4435";"IWA4435";"6B";69779
"IWA6660";"IWA6660";"6B";70660
"IWA8611";"IWA8611";"6B";70660
"IWA6599";"IWA6599";"6B";71181
"IWA1434";"IWA1434";"6B";71764
"IWA2039";"IWA2039";"6B";71764
"IWA2173";"IWA2173";"6B";71764
"IWA2305";"IWA2305";"6B";71764
"IWA2927";"IWA2927";"6B";71764
"IWA3650";"IWA3650";"6B";71764
"IWA4383";"IWA4383";"6B";71764
"IWA457";"IWA457";"6B";71764
"IWA5197";"IWA5197";"6B";71764
"IWA5198";"IWA5198";"6B";71764
"IWA597";"IWA597";"6B";71764
"IWA618";"IWA618";"6B";71764
"IWA6534";"IWA6534";"6B";71764
"IWA657";"IWA657";"6B";71764
"IWA6571";"IWA6571";"6B";71764
"IWA683";"IWA683";"6B";71764
"IWA6904";"IWA6904";"6B";71764
"IWA7111";"IWA7111";"6B";71764
"IWA7384";"IWA7384";"6B";71764
"IWA7886";"IWA7886";"6B";71764
"IWA7887";"IWA7887";"6B";71764
"IWA7954";"IWA7954";"6B";71764
"IWA8087";"IWA8087";"6B";71764
"IWA4337";"IWA4337";"6B";71902
"IWA4959";"IWA4959";"6B";71902
"IWA5148";"IWA5148";"6B";71902
"IWA1472";"IWA1472";"6B";71972
"IWA221";"IWA221";"6B";71972
"IWA2773";"IWA2773";"6B";71972
"IWA3636";"IWA3636";"6B";71972
"IWA4339";"IWA4339";"6B";71972
"IWA6428";"IWA6428";"6B";71972
"IWA1473";"IWA1473";"6B";72083
"IWA283";"IWA283";"6B";72083
"IWA297";"IWA297";"6B";72083
"IWA4338";"IWA4338";"6B";72083
"IWA1263";"IWA1263";"6B";72288
"IWA1531";"IWA1531";"6B";72288
"IWA2346";"IWA2346";"6B";72288
"IWA3768";"IWA3768";"6B";72288
"IWA3769";"IWA3769";"6B";72288
"IWA5170";"IWA5170";"6B";72288
"IWA8566";"IWA8566";"6B";72288
"IWA7506";"IWA7506";"6B";72643
"IWA670";"IWA670";"6B";73243
"IWA3759";"IWA3759";"6B";73418
"IWA2933";"IWA2933";"6B";75989
"IWA1267";"IWA1267";"6B";76200
"IWA967";"IWA967";"6B";78991
"IWA1628";"IWA1628";"6B";82015
"IWA404";"IWA404";"6B";82563
"IWA405";"IWA405";"6B";82563
"IWA6436";"IWA6436";"6B";85216
"IWA7056";"IWA7056";"6B";87909
"IWA2564";"IWA2564";"6B";88700
"IWA8064";"IWA8064";"6B";88700
"IWA1816";"IWA1816";"6B";91054
"IWA1817";"IWA1817";"6B";91054
"IWA4717";"IWA4717";"6B";91502
"IWA349";"IWA349";"6B";93502
"IWA5666";"IWA5666";"6B";95795
"IWA2212";"IWA2212";"6B";98044
"IWA7116";"IWA7116";"6B";99136
"IWA3268";"IWA3268";"6B";109864
"IWA5605";"IWA5605";"6B";109864
"IWA5606";"IWA5606";"6B";109864
"IWA4244";"IWA4244";"6B";113671
"IWA7098";"IWA7098";"6B";113671
"IWA4245";"IWA4245";"6B";114373
"IWA4246";"IWA4246";"6B";116236
"IWA3947";"IWA3947";"6B";116546
"IWA2338";"IWA2338";"6D";9471
"IWA6673";"IWA6673";"6D";9471
"IWA1896";"IWA1896";"6D";17014
"IWA984";"IWA984";"6D";22925
"IWA2808";"IWA2808";"6D";82143
"IWA3624";"IWA3624";"6D";82143
"IWA167";"IWA167";"6D";82184
"IWA458";"IWA458";"6D";83441
"IWA619";"IWA619";"6D";86085
"IWA7816";"IWA7816";"6D";87174
"IWA2175";"IWA2175";"6D";88865
"IWA7616";"IWA7616";"6D";90187
"IWA4042";"IWA4042";"6D";98555
"IWA6181";"IWA6181";"6D";133539
"IWA3291";"IWA3291";"6D";133608
"IWA4056";"IWA4056";"6D";151268
"IWA203";"IWA203";"6D";153078
"IWA4455";"IWA4455";"6D";155557
"IWA5354";"IWA5354";"6D";155557
"IWA1967";"IWA1967";"6D";157654
"IWA3910";"IWA3910";"6D";160498
"IWA3911";"IWA3911";"6D";160498
"IWA3912";"IWA3912";"6D";160498
"IWA3913";"IWA3913";"6D";160498
"IWA3914";"IWA3914";"6D";160498
"IWA3926";"IWA3926";"6D";160498
"IWA7490";"IWA7490";"6D";160498
"IWA6519";"IWA6519";"7A";34903
"IWA3850";"IWA3850";"7A";35315
"IWA2196";"IWA2196";"7A";42085
"IWA7053";"IWA7053";"7A";42085
"IWA7306";"IWA7306";"7A";42085
"IWA7978";"IWA7978";"7A";42085
"IWA5245";"IWA5245";"7A";50489
"IWA1022";"IWA1022";"7A";54430
"IWA8032";"IWA8032";"7A";56493
"IWA834";"IWA834";"7A";62749
"IWA954";"IWA954";"7A";80362
"IWA4614";"IWA4614";"7A";82950
"IWA8390";"IWA8390";"7A";98752
"IWA472";"IWA472";"7A";99743
"IWA473";"IWA473";"7A";99743
"IWA7201";"IWA7201";"7A";101490
"IWA2513";"IWA2513";"7A";105025
"IWA3760";"IWA3760";"7A";107010
"IWA1758";"IWA1758";"7A";113297
"IWA7192";"IWA7192";"7A";113297
"IWA3832";"IWA3832";"7A";114029
"IWA6472";"IWA6472";"7A";114029
"IWA3831";"IWA3831";"7A";115272
"IWA8161";"IWA8161";"7A";118398
"IWA2735";"IWA2735";"7A";120676
"IWA2506";"IWA2506";"7A";121442
"IWA8492";"IWA8492";"7A";122515
"IWA679";"IWA679";"7A";122689
"IWA6331";"IWA6331";"7A";122897
"IWA4180";"IWA4180";"7A";124283
"IWA4181";"IWA4181";"7A";124283
"IWA7205";"IWA7205";"7A";125257
"IWA7206";"IWA7206";"7A";125257
"IWA3673";"IWA3673";"7A";125471
"IWA2820";"IWA2820";"7A";126404
"IWA3715";"IWA3715";"7A";126404
